OBJECTID,STATUT,MODE_POSE,AUT_PASSAG,AUT_PASS_1,NATURE_CON,TYPE_LONGU,LONGUEUR,NOTE,COMPOSITIO,ID_PROPRIE,INDEX_DOC_,ENABLED,ORIGINE,LABEL_CABL,NB_CABLE,ORANGE,CLASSE,LARGEUR,HAUTEUR,EXPLOITATI,MAINTENANC,GESTION,CONVENTION,REF_CONVEN,MODIF_DATE,MODIF_AUTE,MODIF_ETUD,METRIC,IS_ANTENNA,RECALAGE_D,SHAPE_LEN,latitude,longitude
5050240,E,7,0,,A,D,3.44,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,3.43963317396,50.76674335650857,2.7097620209328284
5050500,E,4,0,,N,D,16.42,P/59535,,1,0,1,0,,1,1,B,0,0,0,0,0,0,,2021-04-02,WZQS5758NP,,0,0,,16.4148566816,50.77500106387864,2.7131245466822103
5051364,E,7,0,,A,D,12.03,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,12.0271392542,50.76774950890184,2.718535002303757
5051366,E,7,0,,A,D,23.94,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,23.9378983595,50.76780455734161,2.7185611092129496
5051376,E,7,0,,A,D,8.97,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,8.96363277721,50.76786525242404,2.7177834488459016
5051462,E,7,0,,A,D,6.58,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,6.58054930345,50.76779634235791,2.7177579935504217
5051464,E,7,0,,A,D,38.71,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,38.7061023462,50.76765507965105,2.7177078742698577
5051476,E,7,0,,A,D,7.75,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,7.75050947765,50.767223764172385,2.7182843402200385
5051479,E,7,0,,A,D,12.35,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,12.3447530377,50.767658186970024,2.7185631073809033
5051487,E,7,0,,A,D,10.2,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,10.2012060614,50.76650419459332,2.7178318054426587
5051622,E,7,0,,A,D,52.07,,3Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,52.064717531,50.766894065696754,2.7178118697467193
5051629,E,7,0,,A,D,7.65,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,7.65049683958,50.76706498563054,2.7181767735131457
5051709,E,7,0,,A,D,22.55,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,22.5461050251,50.76650195252829,2.7173813746878834
5051712,E,7,0,,A,D,58.25,,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,58.2397190689,50.766265878471884,2.717844537494047
5051813,E,7,0,,A,D,34.67,,3Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,34.665134172,50.766335912605484,2.7172109296081985
5051815,E,7,0,,A,D,17.42,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,17.4140441207,50.76636057778456,2.7170741082449608
5051820,E,7,0,,A,D,7.53,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,7.52537718102,50.76638492439789,2.716947829038759
5052140,E,7,0,,A,D,96.72,,5Ø45,1,0,1,0,OP<36 Fo  FU592447/F40890 2145m,0,1,B,0,0,0,0,0,0,,,,,0,0,,96.713015581,50.765289016159606,2.7178915953435916
5052407,E,7,0,,A,D,48.08,,3Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,48.0705991125,50.76651393022314,2.719237157568979
5052416,E,7,0,,A,D,84.98,,3Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,84.9722316989,50.76747790239853,2.7197790354910962
5054025,E,7,0,,A,D,89.01,,3Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,88.9862207161,50.765667371263426,2.723239545791946
5054027,E,7,0,,A,D,17.86,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,17.8490658942,50.76592323880203,2.722942602721052
5054299,E,7,0,,A,D,21.7,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,21.6938222314,50.76745971043423,2.721942451892138
5054300,E,7,0,,A,D,26.39,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,26.3927532491,50.767439052927784,2.7219490289188033
5054323,E,7,0,,A,D,27.79,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,27.7684825572,50.76664551827275,2.7229114435145942
5054732,E,7,0,,A,D,20.15,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,20.1474676958,50.76755392293967,2.722939960608602
5054736,E,7,0,,A,D,31.63,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,31.6144901714,50.76746735072137,2.7232713317368193
5054850,E,7,0,,A,D,66.03,,3Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,66.0165078907,50.767004494911426,2.7234247821525672
5054862,E,7,0,,A,D,61.57,,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,61.5558397683,50.76661396056997,2.72320750451021
5054962,E,7,0,,A,D,9.78,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,9.7665641326,50.76586460967646,2.7236106445312194
5054971,E,7,0,,A,D,67.7,,4Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,67.6952132193,50.76560144263187,2.7236250652254324
5054976,E,7,0,,A,D,6.29,P/59535,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,6.28634991685,50.765838772789216,2.7280283600557276
5056035,E,7,0,,A,D,13.73,,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,13.7338754779,50.76806170548301,2.725741740305506
5056578,E,7,0,,N,D,7.92,P/59535,3Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,7.92101998724,50.770493494902894,2.7291602869722293
5056754,E,7,0,,A,D,17.64,02A9640E0E82D6371C22F5DA7D693769,2 Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,17.6391485903,50.77197838779315,2.73958024199543
5069176,E,7,0,,A,D,6.74,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,6.74184616085,50.76403854371636,2.7189353732795674
5069177,E,7,0,,A,D,7.59,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,7.59248930759,50.764083308994515,2.718903465211036
5069183,E,7,0,,A,D,7.32,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,7.3169858208,50.763943049283725,2.718719555584446
5070011,E,7,0,,A,D,6.48,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,6.47937779924,50.76429376047247,2.7192649937193374
5070013,E,7,0,,A,D,10.33,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,10.3300424789,50.764235107183936,2.719193320713911
5070078,E,7,0,,A,D,12.69,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,12.6845938341,50.76407385937214,2.7192271311692577
5070080,E,7,0,,A,D,13.98,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,13.9761857435,50.764069385709846,2.7192210802452634
5070107,E,7,0,,A,D,6.61,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,6.61171392125,50.76372680840494,2.7179538761074915
5070169,E,7,0,,A,D,49.9,,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,49.8935639446,50.76315095159648,2.7200939310530887
5070176,E,7,0,,A,D,17.72,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,17.717014785,50.764178583862275,2.7193611540898073
5070937,E,7,0,,A,D,40.74,,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,40.7322045975,50.76551603474842,2.714581909038645
5071051,E,7,0,,A,D,23.8,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,23.7918588505,50.766256304574924,2.7129687192153487
5071052,E,7,0,,A,D,68.83,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,68.8262365274,50.76625867250626,2.7126509344379985
5071699,E,7,0,,A,D,17.66,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,17.6603150412,50.762790607284124,2.7216356177314522
5071708,E,2,0,,N,D,25.56,P/59535,,1,0,1,0,,0,1,,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,25.5560777666,50.76592670383837,2.7162834436314784
5072824,E,7,0,,A,D,87.69,,5Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,87.6738410305,50.76191219181188,2.722962413647297
5072830,E,7,0,,A,D,147.4,,4Ø60+3Ø45,1,0,1,0,OP<36 Fo  FU592447/F40890 2145m,0,1,B,0,0,0,0,0,0,,,,,0,0,,147.385239123,50.75967764277829,2.724463845927738
5072978,E,7,0,,A,D,14.22,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,14.2105058045,50.766522743420516,2.7239976210001555
5072979,E,7,0,,A,D,16.55,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,16.5444824904,50.76651410974353,2.724010788654913
5072987,E,2,0,,N,D,6.08,P/59535,,1,0,1,0,,0,1,,0,0,0,0,0,0,,2021-04-08,WZQS5758NP,,0,0,,6.07823783674,50.76233339756496,2.7228313358338467
5072989,E,0,0,,N,D,23.82,P/59535,,1,0,1,0,,0,1,,0,0,0,0,0,0,,2021-04-08,WZQS5758NP,,0,0,,23.8247497184,50.76173745325299,2.724098949844466
5326757,E,4,0,,N,D,276.27,,,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,276.267166048,50.77148178214715,2.744047770723769
5326758,E,4,0,,N,T,2.0,,,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,1.81046979989,50.77051664787008,2.742843877152918
5342204,E,7,0,,A,D,30.16,,3Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,30.1551074344,50.766867013892096,2.709893270148272
6620459,E,7,0,,,D,3.3,,PEHD:1Ø40,321,0,1,0,,0,0,B,0,0,0,0,0,0,,2015-10-21,jzcq3346,,0,0,,3.30143549055,50.7787503207207,2.735836286901981
6884621,E,0,0,,,D,29.07,PAR59535,,1,0,1,0,,0,1,,0,0,0,0,0,0,,2017-01-06,QSNK0093NP,,0,0,,29.0734389176,50.781472877849566,2.7205367247509264
7344881,E,7,0,,,D,31.52,,2Ø45,321,0,1,0,,0,0,C,0,0,0,0,0,0,,2019-03-20,duad6495,,0,0,,31.5243390763,50.768255932974654,2.731846921405494
7545207,E,7,0,,,D,6.02,,2Ø45,1,0,1,0,,0,1,C,0,0,0,0,0,0,,2020-02-26,qspg3090,,0,0,,6.02001879156,50.7812610046027,2.740135860318703
7545210,E,7,0,,,D,1.49,,3Ø45,321,0,1,0,,0,0,C,0,0,0,0,0,0,,2020-02-26,qspg3090,,0,0,,1.48598245434,50.78115645699748,2.739939574122223
7762507,E,7,0,,,D,16.99,,1Ø45,1,0,1,0,,0,1,A,10,10,0,0,0,0,,2021-03-09,JFHC8005NP,,0,0,,16.9916744578,50.765011294246364,2.7086111132436614
7762508,E,7,0,,,D,29.79,,1Ø45,1,0,1,0,,0,1,A,10,10,0,0,0,0,,2021-03-09,JFHC8005NP,,0,0,,29.7861799705,50.763774590677954,2.708767504843312
7781661,E,4,0,,N,D,110.03,P/59535,,1,0,1,1,,1,1,B,0,0,0,0,0,0,,2021-04-02,WZQS5758NP,,0,0,,110.027186839,50.75834623633961,2.7083112210508733
7781767,E,4,0,,N,D,243.76,P/59535,,1,0,1,1,,1,1,B,0,0,0,0,0,0,,2021-04-02,WZQS5758NP,,0,0,,243.760238858,50.76223278208631,2.708767768122611
7781883,E,7,0,,,D,53.25,P/59535,4Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-02,WZQS5758NP,,0,0,,53.243555032,50.7665266603333,2.7082363886045924
7782105,E,4,0,,,D,2.9,P/59535,,1,0,1,0,,1,1,B,0,0,0,0,0,0,,2021-04-02,WZQS5758NP,,0,0,,2.89766318195,50.771268433598664,2.7130346873115094
7783368,E,4,0,,N,D,291.1,P/59535,,1,0,1,0,,1,1,B,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,291.043455821,50.7799046403713,2.706027640746724
7783416,E,7,0,,,D,0.92,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,0.915099315706,50.765386795154825,2.7144689485861013
7783565,E,7,0,,,D,4.86,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,4.86495081099,50.766213570636964,2.717844128562294
7783566,E,7,0,,,D,4.24,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,4.24223436056,50.76628739380112,2.717766882101352
7784017,E,2,0,,,D,19.74,P/59535,,1,0,1,0,,0,1,,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,19.7441452478,50.76429271045261,2.720481411472242
7784025,E,0,0,,N,D,29.67,02A9615D43CF4ED71C22F5D6D568FC69,,1,0,1,1,,0,1,,0,0,0,0,0,0,,,,,0,0,,29.6722641688,50.764493000449846,2.7224026737030864
7784261,E,0,0,,,D,0.25,P/59535,,1,0,1,0,,0,1,,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,0.25096740269,50.765755664602864,2.724190747466923
7784270,E,7,0,,,D,7.16,P/59535,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,7.16138479228,50.76561121598403,2.726798435969707
7784495,E,3,0,,,D,2.7,P/59535,,1,0,1,0,,0,1,,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,2.69828642963,50.76778954754302,2.731703591942857
7784801,E,4,0,,N,D,68.46,P/59535,,1,0,1,0,,1,1,B,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,68.4551254427,50.77100586120947,2.728980276723142
7784806,E,4,0,,N,D,27.36,P/59535,,1,0,1,1,,2,1,B,0,0,0,0,0,0,,2021-04-14,WZQS5758NP,,0,0,,27.3584789827,50.77099640732279,2.7305475759471483
7784810,E,4,0,,N,D,75.06,P/59535,,1,0,1,1,,2,1,B,0,0,0,0,0,0,,2021-04-14,WZQS5758NP,,0,0,,75.0642105712,50.771507806536555,2.7312862175480688
7784912,E,4,0,,,D,1.79,P/59535,,1,0,1,0,,1,1,B,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,1.78760672091,50.77023524877842,2.7407531366201967
7785706,E,0,0,,,D,1.21,P/59535,,1,0,1,0,,0,1,,0,0,0,0,0,0,,2021-04-08,WZQS5758NP,,0,0,,1.20518738148,50.76272596007894,2.7197407564310625
7785707,E,0,0,,,D,11.83,P/59535,,1,0,1,0,,0,1,,0,0,0,0,0,0,,2021-04-08,WZQS5758NP,,0,0,,11.8277526866,50.76307005324089,2.7203056552881755
7785710,E,7,0,,,D,2.69,P/59535,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-08,WZQS5758NP,,0,0,,2.68961640531,50.75489899409404,2.708525930284777
3180909,E,7,0,,A,D,6.14,02A961593DA795591C22F58B0064A896,1 Ø45,1,0,1,1,,0,1,B,0,0,0,0,0,0,,,,,0,0,,6.15673460596,50.766899596725146,2.7088790347225054
3180949,E,3,0,,N,D,6.44,02A96157B72381E21C22F58E9F64EF61,,1,0,1,1,,0,1,,0,0,0,0,0,0,,,,,0,0,,6.43875251859,50.76299183289071,2.721931235322979
3180958,E,7,0,,A,D,2.36,02A961593C93D30F1C22F58F1764F8F2,2 Ø45,1,0,1,1,,0,1,B,0,0,0,0,0,0,,,,,0,0,,2.35895051097,50.76685040245665,2.7085278233965795
3181689,E,7,0,,A,D,10.88,02A96157775138021C22F5D815691765,1 Ø45,1,0,1,1,,0,1,B,0,0,0,0,0,0,,,,,0,0,,10.8767360757,50.75962564703302,2.725538555880246
3181694,E,7,0,,A,D,39.61,02A9640CB1C96C201C22F5D8F0691F5C,2 Ø45,1,0,1,1,,0,1,B,0,0,0,0,0,0,,,,,0,0,,39.6053480233,50.76898038182826,2.740804310023847
4613315,E,7,0,,A,D,39.5,,2Ø45,321,0,1,0,,0,0,B,0,0,1,1,0,0,,,,,0,0,,39.4952179795,50.77942627403657,2.7320065071396904
4613316,E,7,0,,A,D,1.83,P/59535,2Ø45,321,0,1,0,,0,0,B,0,0,1,1,0,0,,2021-04-06,WZQS5758NP,,0,0,,1.8336175658,50.779252673746846,2.7319199414602444
4986867,E,7,0,,A,D,12.72,,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,12.7114669969,50.78061117462558,2.725344637078272
4986878,E,7,0,,A,D,85.91,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,85.8888047409,50.78019644106731,2.7292178302852177
4987607,E,7,0,,A,D,91.84,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,91.8202045041,50.78019233763606,2.7304532653033737
4987616,E,7,0,,A,D,34.63,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,34.6284063201,50.77883988984873,2.7356394149865295
4987749,E,7,0,,A,D,82.65,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,82.6064046563,50.77886155329931,2.7363317894855164
4987751,E,7,0,,A,D,197.39,,3Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,197.350408947,50.78078002909956,2.739012302020182
5042136,E,7,0,,A,D,187.42,,5Ø45,1,0,1,0,OP<12 Fo  FU592447/F41100012 1022m,0,1,B,0,0,0,0,0,0,,,,,0,0,,187.403932706,50.7791057650139,2.7185626082403735
5042297,E,4,0,,N,D,5.08,P/59535,,1,0,1,0,,1,1,B,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,5.07617311946,50.780382050507825,2.710062264940664
5042301,E,7,0,,A,D,47.82,,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,47.7957843715,50.77820327708685,2.7172498707536765
5042302,E,7,0,,A,D,53.83,,5Ø45,1,0,1,0,OP<12 Fo  FU592447/F41100012 1022m,0,1,B,0,0,0,0,0,0,,,,,0,0,,53.8125153299,50.778318001182285,2.717533028284077
5042566,E,7,0,,A,D,9.49,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,9.48425084773,50.77981025718157,2.7193718796218365
5043268,E,7,0,,A,D,72.59,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,72.5630771556,50.78039847568891,2.723187251175916
5045287,E,7,0,,A,D,3.03,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,3.02504814923,50.77661300469653,2.7381546379927197
5045288,E,7,0,,A,D,1.8,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,1.79863099426,50.776937469992575,2.7383036734727195
5045289,E,7,0,,A,D,94.43,,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,94.4160811018,50.77735014963479,2.737926747871256
5045562,E,7,0,,A,D,20.76,,1Ø33,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,20.7616424372,50.78133086989646,2.740242900756234
5050235,E,7,0,,A,D,36.12,,2Ø33,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,36.1039869345,50.76883552089223,2.706855537665024
5050883,E,2,0,,N,D,14.74,P/59535,,1,0,1,0,,0,1,,0,0,0,0,0,0,,2021-04-02,WZQS5758NP,,0,0,,14.7371939267,50.767334649879515,2.7079024022450104
5050890,E,7,0,,A,D,9.36,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,9.36063935809,50.76813964334377,2.7195837437693675
5051365,E,7,0,,A,D,28.78,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,28.7804463064,50.76781526038822,2.718597977628022
5051371,E,7,0,,A,D,11.27,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,11.2628184153,50.768215737172866,2.7178787896373833
5051618,E,7,0,,A,D,30.66,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,30.652677841,50.767060136273585,2.7173956133305057
5051623,E,7,0,,A,D,4.31,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,4.30564957706,50.76697689752237,2.717526311212461
5051632,E,7,0,,A,D,24.46,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,24.4548748298,50.76698463785655,2.718169863509737
5051708,E,7,0,,A,D,14.1,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,14.0960895945,50.76646490839108,2.7173329250948983
5051711,E,7,0,,A,D,28.43,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,28.4168971308,50.766523681448156,2.717361615103514
5051809,E,7,0,,A,D,21.39,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,21.3901663175,50.76654142854834,2.717884258437376
5052131,E,7,0,,A,D,72.03,,5Ø45,1,0,1,0,OP<36 Fo  FU592447/F40890 2145m,0,1,B,0,0,0,0,0,0,,,,,0,0,,72.0214183977,50.76568192005327,2.71687057982819
5052143,E,7,0,,A,D,35.49,,4Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,35.475306585,50.76501352665451,2.718666227314729
5052402,E,7,0,,A,D,29.82,P/59535,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-06,WZQS5758NP,,0,0,,29.8061264731,50.765822112760276,2.719160430447169
5052724,E,7,0,,A,D,45.45,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,45.439788105,50.767312891312876,2.7196822964370337
5052730,E,7,0,,A,D,66.97,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,66.9728102371,50.768142637783704,2.7200569899327145
5054023,E,7,0,,A,D,13.91,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,13.9023687545,50.76600363511273,2.723065669613232
5054030,E,7,0,,A,D,51.27,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,51.26277963,50.76579844579176,2.7230966714064704
5054334,E,7,0,,A,D,38.67,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,38.6695780413,50.76676096644466,2.722152520104874
5054726,E,7,0,,A,D,17.08,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,17.0821089312,50.76763310905731,2.721890425143507
5054729,E,7,0,,A,D,15.51,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,15.5071943072,50.76752152674746,2.722986764613541
5054734,E,7,0,,A,D,47.0,,3Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,46.9701722289,50.767432416986054,2.723344205763564
5054849,E,7,0,,A,D,24.53,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,24.5245329636,50.76736610353804,2.72364243755771
5054856,E,7,0,,A,D,26.95,,3Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,26.941761322,50.76656222432192,2.723742813103756
5054965,E,7,0,,A,D,22.82,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,22.8025743485,50.76589810244689,2.723716203460946
5055935,E,4,0,,N,D,2.69,P/59535,,1,0,1,0,,1,1,B,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,2.68544790922,50.770031551008984,2.728081530462845
5056048,E,7,0,,A,D,26.36,P/59535,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,26.3396770665,50.76931743731084,2.7268908928335764
5056384,E,7,0,,A,D,49.03,,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,49.0116602677,50.773157745120265,2.739065854753006
5056589,E,7,0,,A,D,2.25,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,2.24661178664,50.77142823231185,2.731596053428948
5056591,E,7,0,,A,D,2.14,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,2.14145539871,50.769941675239416,2.7319285856822377
5056757,E,7,0,,A,D,6.07,P/59535,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,6.06861902203,50.77220944714093,2.736853321553162
5056851,E,4,0,,N,D,173.62,P/59535,,1,0,1,0,,1,1,B,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,173.602639266,50.7741356735672,2.7387672372042227
5056858,E,4,0,,N,D,51.55,P/59535,,1,0,1,1,,1,1,B,0,0,0,0,0,0,,2021-04-07,WZQS5758NP,,0,0,,51.5524201284,50.769698322644864,2.740985341941913
5058020,E,7,0,,A,D,8.47,,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,8.46895078095,50.772474702460016,2.745283124490175
5069491,E,7,0,,A,D,39.5,,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,39.4933096419,50.76435215635576,2.720049407557761
5069496,E,7,0,,A,D,55.91,,2Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,55.8796574899,50.76417376213036,2.7214254139439142
5069821,E,7,0,,A,D,26.47,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,26.4660519822,50.76421000196073,2.7193997806390673
5070008,E,7,0,,A,D,14.04,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,14.0352607817,50.76442821695216,2.7192839017818753
5070012,E,7,0,,A,D,3.38,,1Ø45,1,0,1,0,,0,1,B,0,0,0,0,0,0,,,,,0,0,,3.38042772712,50.76432495098464,2.7192464097525333
