OBJECTID,STATUT,IMPLANT,NATURE_CHA,REF_CHAMBR,REF_NOTE,CODE_COM,CODE_VOIE,NUM_VOIE,ID_PROPRIE,ACC_DEPORT,VENTIL,PLAFON,ID_GESTION,TYPE_TRAPP,QUANTIFICA,INDEX_DOC_,ID_NOEUD,ROTATION,CODE_CH1,CODE_CH2,NOTE,SECURISEE,ATTENTE,CLE_MKT1,CLE_MKT2,CODE_CH1_C,CODE_CH2_P,ORANGE,CLASSE,EXPLOITATI,MAINTENANC,GESTION,CONVENTION,REF_CONVEN,MODIF_DATE,MODIF_AUTE,MODIF_ETUD,COMPOSITE,DATE_SECU,FABRICANT,METRIC,FAR_NETWRK,RECALAGE_D,geometry,latitude,longitude
1065105,E,T,R,A4,,62588,,,1,0,0,0,0,,,0,4555960,337.4,212,62588,02A9027196B4AF471C259C4E3A2466E2,0,,||,482|,482,,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7647638134760713 50.46665894017421),50.46665894017421,1.7647638134760713
1065119,E,T,R,L2T,,62588,1360,,1,0,0,0,0,,,0,4590812,51.9,226,62588,02A902716A8FCB5A1C259C4F52247FE2,0,,62588|1360|,226|62588,,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7655159462662842 50.4658079389979),50.4658079389979,1.7655159462662842
1065129,E,T,R,B2,,62588,,,1,0,0,0,0,,,0,4543252,45.2,235,62588,ENV-62588-D,0,,62588||,235|62588,31,62588,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.7707285724059052 50.470261737138664),50.470261737138664,1.7707285724059052
1499641,E,T,R,REG,,62588,,,1,0,0,0,0,T,,0,7114849,331.5,244,62588,,0,,62588||,|,,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.759222733491699 50.45853255232495),50.45853255232495,1.759222733491699
1499643,E,T,R,REG,,62588,,,1,0,0,0,0,T,,0,7114851,350.8,246,62588,,0,,62588||,|,,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7591891270775961 50.458895027238704),50.458895027238704,1.7591891270775961
1499644,E,T,R,REG,,62588,,,1,0,0,0,0,T,,0,7114852,347.4,247,62588,,0,,62588||,|,,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7591157888229911 50.45873041867424),50.45873041867424,1.7591157888229911
1499648,E,T,R,REG,,62588,,,1,0,0,0,0,T,,0,7114860,55.9,251,62588,ENV-62588-D,0,,62588||,251|62588,,,1,B,0,0,0,0,,2015-05-11,pwnext475,,0,,,0,0,,POINT (1.7591210033988656 50.45800984578283),50.45800984578283,1.7591210033988656
1499675,E,T,R,L1T,,62588,,,1,0,0,0,0,T,,0,7114792,335.5,256,62588,,0,,62588||,AAAA3|62588,AAAA3,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7591914111824631 50.459263927548726),50.459263927548726,1.7591914111824631
1499680,E,T,R,REG,,62588,,,1,0,0,0,0,T,,0,7114798,337.3,260,62588,,0,,62588||,|,,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7593985027014298 50.45889113809535),50.45889113809535,1.7593985027014298
1772450,E,T,R,L2T,,62588,1320,36,1,0,0,0,0,T,,0,7885577,49.8,264,62588,ENV-62588-D,0,,62588|1320|36,264|62588,,,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.771103680530158 50.470558329594695),50.470558329594695,1.771103680530158
2416802,E,T,R,L3T,,62588,1240,,1,0,0,0,0,T,,0,9553064,343.3,284,62588,ENV-62588,0,,62588|1240|,284|62588,49,62588,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.7660565487422635 50.46814098978677),50.46814098978677,1.7660565487422635
2416803,E,T,R,L1T,,62588,1240,,1,0,0,0,0,T,,0,9553068,327.9,285,62588,ENV-62588,0,,62588|1240|,285|62588,48,62588,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.7664295160142052 50.46803299395074),50.46803299395074,1.7664295160142052
2416806,E,T,R,L0T,,62588,0840,,1,0,0,0,0,T,,0,9553254,323.5,288,62588,ENV-62588,0,,62588|0840|,288|62588,,,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.768400442517591 50.46768986591867),50.46768986591867,1.768400442517591
2416816,E,T,R,L2T,,62588,0840,,1,0,0,0,0,T,,0,9553843,29.9,298,62588,ENV-62588,0,,62588|0840|,298|62588,565,62588,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.7684241101561402 50.46974856089243),50.46974856089243,1.7684241101561402
2417089,E,T,R,L0T,,62588,0840,,1,0,0,0,0,T,,0,9553846,0.0,299,62588,ENV-62588,0,,62588|0840|,299|62588,,,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.7680609319873943 50.46955787020427),50.46955787020427,1.7680609319873943
2417091,E,T,R,L3T,,62588,0840,,1,0,0,0,0,T,,0,9553851,341.6,301,62588,ENV-62588-D,0,,62588|0840|,301|62588,522,62588,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.7693725685968527 50.469667467190504),50.469667467190504,1.7693725685968527
2417340,E,T,R,L2T,,62588,1460,,1,0,0,0,0,T,,0,9554781,309.9,321,62588,ENV-62588,0,,62588|1460|,321|62588,299,62588,1,B,0,0,0,0,,2015-05-06,pwnext475,,0,,,0,0,,POINT (1.7681899771361231 50.465680260399985),50.465680260399985,1.7681899771361231
2417397,E,T,R,L1T,,62588,1460,,1,0,0,0,0,T,,0,9554879,319.9,326,62588,ENV-62588,0,,62588|1460|,326|62588,571,62588,1,B,0,0,0,0,,2015-05-06,pwnext475,,0,,,0,0,,POINT (1.768180529257369 50.46592013357325),50.46592013357325,1.768180529257369
2417399,E,T,R,L3T,,62588,1242,,1,0,0,0,0,T,,0,9554809,20.0,328,62588,MaN EUROVIA 12/2020,0,,,,462,62588,1,B,0,0,0,0,,2020-12-04,nnjc0380,,0,,,0,0,,POINT (1.7697143806114506 50.46698028594117),50.46698028594117,1.7697143806114506
2417400,E,T,R,L2T,,62588,1242,,1,0,0,0,0,T,,0,9554816,332.1,329,62588,MaN EUROVIA 12/2020,0,,,,470,62588,1,B,0,0,0,0,,2020-12-04,nnjc0380,,0,,,0,0,,POINT (1.7700667210921144 50.4667815716306),50.4667815716306,1.7700667210921144
2417408,E,T,R,L2T,,62588,0942,,1,0,0,0,0,T,,0,9555328,0.0,337,62588,MaN EUROVIA 12/2020,0,,,,467,62588,1,B,0,0,0,0,,2020-12-04,nnjc0380,,0,,,0,0,,POINT (1.770397855420554 50.46751830058723),50.46751830058723,1.770397855420554
2417614,E,T,R,L1T,,62588,0380,,1,0,0,0,0,T,,0,9555769,274.2,351,62588,ENV-62588-D,0,,62588|0380|,351|62588,344,62588,1,B,0,0,0,0,,2015-05-06,pwnext475,,0,,,0,0,,POINT (1.7612932872559623 50.46545065061011),50.46545065061011,1.7612932872559623
2418593,E,T,R,A3,,62588,1053,,1,0,0,0,0,T,,0,9555773,31.1,354,62588,ENV-62588,0,,62588|1053|,354|62588,131,62588,1,B,0,0,0,0,,2015-05-11,pwnext475,,0,,,0,0,,POINT (1.7609397339926751 50.46433942778887),50.46433942778887,1.7609397339926751
2418603,E,T,R,L2T,,62588,,,1,0,0,0,0,T,,0,9558804,69.3,364,62588,ENV-62588-D,0,,62588||,364|62588,398,62588,1,B,0,0,0,0,,2015-05-11,pwnext475,,0,,,0,0,,POINT (1.7598796357931072 50.46211960459474),50.46211960459474,1.7598796357931072
2418836,E,T,R,L4T,,62588,1120,,1,0,0,0,0,T,,0,9559099,72.4,369,62588,ENV-62588-D,0,,62588|1120|,369|62588,300,62588,1,B,0,0,0,0,,2015-05-11,pwnext475,,0,,,0,0,,POINT (1.761284081791859 50.46127077695981),50.46127077695981,1.761284081791859
2418838,E,T,R,L2T,,62588,0600,,1,0,0,0,0,T,,0,9558797,67.5,371,62588,ENV-62588-D,0,,62588|0600|,371|62588,547,62588,1,B,0,0,0,0,,2015-05-11,pwnext475,,0,,,0,0,,POINT (1.7600730882909263 50.45778863480511),50.45778863480511,1.7600730882909263
2419170,E,C,R,K1C,,62588,,,1,0,0,0,0,C,,0,9559571,335.0,375,62588,ENV-62588-D,0,,62588||,375|62588,580,62588,1,B,0,0,0,0,,2015-05-12,pwnext475,,0,,,0,0,,POINT (1.7650767138875068 50.467791060262265),50.467791060262265,1.7650767138875068
2608897,E,T,R,L1T,,62588,,,321,0,0,0,0,T,,0,10020769,71.0,389,62588,,0,,62588||,389|62588,,,0,C,0,0,0,0,,2017-06-06,rxmw3452,,0,,,0,0,,POINT (1.7690799575665452 50.46979534664588),50.46979534664588,1.7690799575665452
1064412,E,T,R,L0T,,62289,0400,,1,0,0,0,0,,,0,9564094,61.1,74,62289,ENV-62289-C2,0,,62289|0400|,74|62289,,,1,B,0,0,0,0,,2016-11-10,pwnext974,,0,,,0,0,,POINT (1.7617586567700867 50.458751404300784),50.458751404300784,1.7617586567700867
1064488,E,C,R,D2,,62588,,,1,0,0,1,0,,,0,4631224,50.8,57,62588,02A90270535071051C259BCDC61C6283,0,,62588||,57|62588,14,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7612562786840664 50.46305211737061),50.46305211737061,1.7612562786840664
1064493,E,T,H,OHN,504,62588,,,1,0,0,0,0,,,0,4574177,73.7,62,62588,02A9025AEAC99FCB1C259BCDF81C6714,0,,62588||,62|62588,L2T,,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7591121616084073 50.46250630206784),50.46250630206784,1.7591121616084073
1064504,E,T,R,A3,,62588,,,1,0,0,0,0,,,0,4639711,330.4,73,62588,02A90270D74BA7D11C259BD2371CC01E,0,,62588||,73|62588,139,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.76196760997532 50.46641645249033),50.46641645249033,1.76196760997532
1065001,E,C,R,L4C,,62588,,,1,0,0,0,0,C,,0,4658007,101.5,108,62588,02A90271079E57751C259C3A6322E4C5,0,,,,124,62588,1,B,0,0,0,0,,2020-12-10,lfhx8040,,0,,,0,0,,POINT (1.7635838539887514 50.46333584877743),50.46333584877743,1.7635838539887514
1065010,E,C,R,P1C,,62588,1360,,1,1,1,1,0,,,0,4675233,41.0,117,62588,02A902716A65A5CF1C259C4A0623FEBC,0,,62588|1360|,117|62588,141,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7657110071340638 50.465631163614816),50.465631163614816,1.7657110071340638
1065047,E,T,R,L2T,,62588,,,1,0,0,0,0,,,0,4610461,353.0,154,62588,ENV-62588-D,0,,62588||,154|62588,581,62588,1,B,0,0,0,0,,2015-05-12,pwnext475,,0,,,0,0,,POINT (1.7642458999503021 50.46796477157607),50.46796477157607,1.7642458999503021
1065066,E,C,R,D2,,62588,,,1,0,0,1,0,,,0,4644455,300.7,173,62588,02A90271D9D36B191C259C4CAF243F1F,0,,62588||,173|62588,343,,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7678193541091887 50.46697909777776),50.46697909777776,1.7678193541091887
1065067,E,T,R,M2T,,62588,,,1,0,0,0,0,,,0,4711380,40.9,174,62588,02A90271F14FFF1C1C259C4CBA2440AB,0,,62588||,174|62588,27,,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7677777888514634 50.46765744651504),50.46765744651504,1.7677777888514634
1065073,E,T,R,A4,,62588,,,1,0,0,0,0,,,0,4555960,337.4,180,62588,02A9027196B4AF471C259C4CF7244628,0,,||,482|,482,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7647638134760713 50.46665894017421),50.46665894017421,1.7647638134760713
1065076,E,T,R,B3,,62588,,,1,0,0,0,0,,,0,4553371,343.0,183,62588,02A90271C69668EE1C259C4D142449FF,0,,62588||,183|62588,109,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7664101004686616 50.46656919232226),50.46656919232226,1.7664101004686616
1065113,E,T,R,A3,,62588,,,1,0,0,0,0,,,0,4563997,283.8,220,62588,02A902712EF998C51C259C4E9B246E08,0,,62588||,220|62588,138,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7632824976751813 50.46588110549835),50.46588110549835,1.7632824976751813
1410066,E,T,R,L2T,,62588,,,1,0,0,0,0,T,,0,6983282,46.4,238,62588,ENV-62588-D,0,,62588||,238|62588,AAAA0,62588,1,B,0,0,0,0,,2015-05-12,pwnext475,,0,,,0,0,,POINT (1.7649691903880542 50.46520807518038),50.46520807518038,1.7649691903880542
1499672,E,T,R,L1T,,62588,,,1,0,0,0,0,T,,0,7114787,329.5,253,62588,,0,,62588||,AAAA2|62588,AAAA2,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7597780514767425 50.459070397877575),50.459070397877575,1.7597780514767425
1499677,E,T,R,REG,,62588,,,1,0,0,0,0,T,,0,7114794,71.9,258,62588,,0,,62588||,|,,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7589898661807077 50.45925045067799),50.45925045067799,1.7589898661807077
1663730,E,T,R,L0T,,62588,,,1,0,0,0,0,T,,0,7495426,55.5,261,62588,,0,,62588||,|,,,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7657285905718858 50.46606748365228),50.46606748365228,1.7657285905718858
2298081,E,T,R,L0T,,62588,,,321,0,0,0,0,T,,0,4591647,83.0,280,62588,,0,,62588||,280|62588,,,0,B,1,1,0,0,,,,,0,,,0,0,,POINT (1.759204295097953 50.46289229158127),50.46289229158127,1.759204295097953
2416804,E,T,R,L4T,,62588,1240,,1,0,0,0,0,T,,0,4648338,323.5,286,62588,ENV-62588,0,,62588|1240|,286|62588,8,62588,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.766709045568716 50.46790010645512),50.46790010645512,1.766709045568716
2416815,E,T,R,L2T,,62588,0840,,1,0,0,0,0,T,,0,9553841,0.0,297,62588,ENV-62588,0,,62588|0840|,297|62588,566,62588,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.7673753848475209 50.46947954264519),50.46947954264519,1.7673753848475209
2417090,E,T,R,L0T,,62588,0840,,1,0,0,0,0,T,,0,9553848,35.4,300,62588,ENV-62588,0,,62588|0840|,300|62588,,,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.7681279643926942 50.46982769400459),50.46982769400459,1.7681279643926942
2417332,E,T,R,L5T,,62588,1460,,1,0,0,0,0,T,,0,9554494,355.9,313,62588,"ENV-62588-D
",0,,62588|1460|,313|62588,481,62588,1,B,0,0,0,0,,2015-05-06,pwnext475,,0,,,0,0,,POINT (1.7661824209620967 50.46668690545408),50.46668690545408,1.7661824209620967
2417344,E,T,R,L0T,,62588,1460,,1,0,0,0,0,T,,0,9554877,321.1,325,62588,ENV-62588-D,0,,62588|1460|,325|62588,,,1,B,0,0,0,0,,2015-05-06,pwnext475,,0,,,0,0,,POINT (1.7676788884059735 50.46594746977365),50.46594746977365,1.7676788884059735
2417609,E,T,R,A2,,62588,0372,,1,0,0,0,0,T,,0,9555704,31.0,346,62588,ENV-62588-D,0,,62588|0372|,346|62588,479,62588,1,B,0,0,0,0,,2015-05-06,pwnext475,,0,,,0,0,,POINT (1.7711468968501123 50.4656240692744),50.4656240692744,1.7711468968501123
2417615,E,T,R,A3,,62588,1053,,1,0,0,0,0,T,,0,9555762,24.8,352,62588,ENV-62588-D,0,,62588|1053|,352|62588,132,62588,1,B,0,0,0,0,,2015-05-06,pwnext475,,0,,,0,0,,POINT (1.7613977182465552 50.46453267019487),50.46453267019487,1.7613977182465552
2420812,E,T,R,L1T,,62289,0400,,1,0,0,0,0,T,,0,9564088,63.2,250,62289,ENV-62289-C2,0,,62289|0400|,250|62289,551,62289,1,B,0,0,0,0,,2016-11-10,pwnext974,,0,,,0,0,,POINT (1.7619783379459217 50.45899845242418),50.45899845242418,1.7619783379459217
2794962,E,T,R,L0T,,62588,,,321,0,0,0,0,T,,0,10448099,337.3,403,62588,,0,,,,,,0,C,0,0,0,0,,2019-07-25,rxmw3452,,0,,,0,0,,POINT (1.7710838031689704 50.4642013288224),50.4642013288224,1.7710838031689704
3024088,E,T,H,OHN,SP,62588,0580,,1,0,0,0,0,T,,0,10920677,346.1,277,62588,,0,,,,,,1,A,0,0,0,0,,2022-04-19,XZBS7449NP,,0,,,0,0,,POINT (1.7635199963636092 50.462147343266224),50.462147343266224,1.7635199963636092
3024117,E,T,R,L5T,,62588,1460,,1,0,0,0,0,,,0,9554807,309.6,95,62588,,0,,,,111,62588,1,A,0,0,0,0,,2022-04-19,XZBS7449NP,,0,,,0,0,,POINT (1.7693927898769273 50.464841264455686),50.464841264455686,1.7693927898769273
