OBJECTID,STATUT,IMPLANT,NATURE_CHA,REF_CHAMBR,REF_NOTE,CODE_COM,CODE_VOIE,NUM_VOIE,ID_PROPRIE,ACC_DEPORT,VENTIL,PLAFON,ID_GESTION,TYPE_TRAPP,QUANTIFICA,INDEX_DOC_,ID_NOEUD,ROTATION,CODE_CH1,CODE_CH2,NOTE,SECURISEE,ATTENTE,CLE_MKT1,CLE_MKT2,CODE_CH1_C,CODE_CH2_P,ORANGE,CLASSE,EXPLOITATI,MAINTENANC,GESTION,CONVENTION,REF_CONVEN,MODIF_DATE,MODIF_AUTE,MODIF_ETUD,COMPOSITE,DATE_SECU,FABRICANT,METRIC,FAR_NETWRK,RECALAGE_D,geometry,latitude,longitude
1065083,E,T,R,B2,,62588,,,1,0,0,0,0,,,0,4558013,56.5,190,62588,02A90274AB8FF3681C259C4D5C2450AC,0,,62588||,190|62588,29,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7692113324387346 50.46908454023752),50.46908454023752,1.7692113324387346
1065114,E,T,R,A3,,62588,,,1,0,0,0,0,,,0,4566946,45.2,221,62588,02A902712F1225AB1C259C4EA6246F8E,0,,62588||,221|62588,137,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7634906430152077 50.46553531699186),50.46553531699186,1.7634906430152077
1499392,E,T,R,REG,,62588,,,1,0,0,0,0,T,,0,7114864,342.6,242,62588,,0,,62588||,|,,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7590227960633003 50.45856920472988),50.45856920472988,1.7590227960633003
1499646,E,T,R,L2T,,62588,,,1,0,0,0,0,T,,0,7114858,323.9,249,62588,,0,,62588||,249|62588,AAAA6,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7589935445981524 50.45807976142562),50.45807976142562,1.7589935445981524
1499676,E,T,R,REG,,62588,,,1,0,0,0,0,T,,0,7114793,69.9,257,62588,,0,,62588||,|,,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7592444855305671 50.45920013963753),50.45920013963753,1.7592444855305671
1772453,E,T,R,REG,,62588,1320,36,1,0,0,0,0,T,,0,7885580,40.8,267,62588,ENV-62588-D,0,,62588|1320|36,267|62588,,,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.771036398479212 50.47050136545137),50.47050136545137,1.771036398479212
2417093,E,T,R,L1T,,62588,1320,,1,0,0,0,0,T,,0,9553953,41.7,303,62588,ENV-62588-D,0,,62588|1320|,303|62588,523,62588,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.770180326612785 50.47009553065356),50.47009553065356,1.770180326612785
2417337,E,T,R,L3T,,62588,1460,,1,0,0,0,0,T,,0,9554777,310.2,318,62588,ENV-62588,0,,62588|1460|,318|62588,569,62588,1,B,0,0,0,0,,2015-05-06,pwnext475,,0,,,0,0,,POINT (1.768977642703083 50.46514864733434),50.46514864733434,1.768977642703083
2417341,E,T,R,A3,,62588,1460,,1,0,0,0,0,T,,0,9554783,322.5,322,62588,ENV-62588,0,,62588|1460|,322|62588,110,62588,1,B,0,0,0,0,,2015-05-06,pwnext475,,0,,,0,0,,POINT (1.7679628883795058 50.46580625714443),50.46580625714443,1.7679628883795058
2417405,E,T,R,L2T,,62588,0942,,1,0,0,0,0,T,,0,9555321,75.2,334,62588,MaN EUROVIA 12/2020,0,,,,464,62588,1,B,0,0,0,0,,2020-12-04,nnjc0380,,0,,,0,0,,POINT (1.769902057527155 50.46718798987663),50.46718798987663,1.769902057527155
2418597,E,T,R,L3T,,62588,0140,,1,0,0,0,0,T,,0,9555772,91.5,358,62588,ENV-62588-D,0,,62588|0140|,358|62588,339,62588,1,B,0,0,0,0,,2015-05-11,pwnext475,,0,,,0,0,,POINT (1.7607963935489155 50.464633944521374),50.464633944521374,1.7607963935489155
2418834,E,T,R,L5T,,62588,0560,,1,0,0,0,0,T,,0,9558984,88.6,367,62588,ENV-62588-D,0,,62588|0560|,367|62588,418,62588,1,B,0,0,0,0,,2015-05-11,pwnext475,,0,,,0,0,,POINT (1.7578539358565428 50.45887972382899),50.45887972382899,1.7578539358565428
2587475,E,T,R,L2T,,62588,,,1,0,0,0,0,T,,0,9967281,30.6,384,62588,,0,,62588||,384|62588,,,1,C,0,0,0,0,,2017-02-16,itma6414,,0,,,0,0,,POINT (1.7611430369693837 50.46443949747469),50.46443949747469,1.7611430369693837
2957684,E,T,R,L1T,,62588,,,321,0,0,0,0,T,,0,10784342,292.5,414,62588,,0,,,,,,0,C,0,0,0,0,,2021-06-18,LDVX8772,,0,,,0,0,,POINT (1.759986321274581 50.465762586669165),50.465762586669165,1.759986321274581
2957685,E,T,R,L1T,,62588,,,321,0,0,0,0,T,,0,10784343,292.5,415,62588,,0,,,,,,0,C,0,0,0,0,,2021-06-18,LDVX8772,,0,,,0,0,,POINT (1.7601505726893483 50.465760293259386),50.465760293259386,1.7601505726893483
2957687,E,T,R,L1T,,62588,,,321,0,0,0,0,T,,0,10784345,291.5,417,62588,,0,,,,,,0,C,0,0,0,0,,2021-06-18,LDVX8772,,0,,,0,0,,POINT (1.759951534890219 50.46555661045833),50.46555661045833,1.759951534890219
3024087,E,T,R,L1T,,62588,0960,,1,0,0,0,0,T,,0,10920678,28.3,278,62588,,0,,,,,,1,A,0,0,0,0,,2022-04-19,XZBS7449NP,,0,,,0,0,,POINT (1.7642669007020646 50.462603845061246),50.462603845061246,1.7642669007020646
3024119,E,T,R,L5T,,62588,1460,,1,0,0,0,0,,,0,4619506,334.4,96,62588,,0,,,,112,62588,1,A,0,0,0,0,,2022-04-19,XZBS7449NP,,0,,,0,0,,POINT (1.7709488054864055 50.46408663160466),50.46408663160466,1.7709488054864055
1064415,E,T,R,L0T,,62289,0400,,1,0,0,0,0,,,0,4546811,59.8,77,62289,02A9025A79DA03FA1C259BBEE11B21C6,0,,62289|0400|,|,,62289,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7612279075621695 50.45882997888234),50.45882997888234,1.7612279075621695
1064427,E,C,R,K2C,,62289,,,1,0,0,0,0,,,0,4611006,325.0,87,62289,02A9025A1D4F82561C259BC1ED1B5923,0,,62289||,87|62289,539,62289,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7587431891288952 50.456998123851385),50.456998123851385,1.7587431891288952
1064441,E,T,R,B2,,62588,,,1,0,0,0,0,,,0,4651251,76.2,15,62588,02A9025A1AF2088C1C259BC27D1B6773,0,,||,23|,23,,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7575387684242452 50.45765341904309),50.45765341904309,1.7575387684242452
1064455,E,T,R,B2,,62588,,,1,0,0,0,0,,,0,4691721,81.9,24,62588,02A9025A339A17421C259BC30D1B7530,0,,62588||,24|62588,22,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7577552824053808 50.45841888453334),50.45841888453334,1.7577552824053808
1064466,E,T,H,OHN,SP,62588,1053,86,1,0,0,0,0,,,0,4636698,220.6,35,62588,02A90271238BAE391C259BCBDD1C3ADF,0,,62588|1053|86,35|62588,5,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7625848255991245 50.46499540992258),50.46499540992258,1.7625848255991245
1064468,E,T,R,L0T,,62588,0700,,1,0,0,0,0,,,0,4580766,315.0,37,62588,02A9027123E070E61C259BCC681C4437,0,,62588|0700|,|,,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7627812666333023 50.46500414783009),50.46500414783009,1.7627812666333023
1064486,E,T,R,L4T,,62588,,,1,0,0,0,0,,,0,4568417,331.8,55,62588,02A9025AFD7B8F371C259BCDB21C60E6,0,,||,301|,301,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7620753267799687 50.46201929148385),50.46201929148385,1.7620753267799687
1064494,E,T,H,OHN,505,62588,,,1,0,0,0,0,,,0,4611516,82.0,63,62588,02A9025AEAEE5EAC1C259BCE031C6807,0,,62588||,63|62588,L2T,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7591482916258319 50.46262177870785),50.46262177870785,1.7591482916258319
1064499,E,T,R,A3,,62588,1053,FACE,1,0,0,0,0,,,0,4696614,221.8,68,62588,02A902712CC830021C259BD1D31CB82C,0,,62588|1053|FACE,68|62588,136,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.763184972944462 50.465355119542394),50.465355119542394,1.763184972944462
1064980,E,T,H,OHN,SP,62588,,,1,0,0,0,0,,,0,4671273,66.1,87,62588,02A90271338CF3381C259C398E22CFDD,0,,||,6|,6,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.764267062412951 50.4649666362535),50.4649666362535,1.764267062412951
1064983,E,T,R,L2T,,62588,,,1,0,0,0,0,,,0,4613601,325.1,90,62588,02A902711EB7FC561C259C39AC22D2F7,0,,62588||,90|62588,359,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.764814704967405 50.46423278692695),50.46423278692695,1.764814704967405
1065002,E,T,R,L2T,,62588,,,1,0,0,0,0,,,0,4618696,180.0,109,62588,02A902710D34580B1C259C3A6C22E502,0,,62588||,109|62588,70,,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.763548376657277 50.46356639487212),50.46356639487212,1.763548376657277
1065082,E,T,R,M2T,,62588,,,1,0,0,0,0,,,0,4666188,53.6,189,62588,02A90271F4BF1C311C259C4D51244FF6,0,,62588||,189|62588,320,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.768087538401883 50.46796116095275),50.46796116095275,1.768087538401883
1065118,E,T,R,L2T,,62588,,,1,0,0,0,0,,,0,4617908,309.2,225,62588,02A902716D510C8E1C259C4ECD247367,0,,||,480|,480,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7669886196814104 50.465103156149816),50.465103156149816,1.7669886196814104
2416801,E,T,R,L1T,,62588,1240,,1,0,0,0,0,T,,0,9553058,54.9,283,62588,ENV-62588,0,,62588|1240|,283|62588,54,62588,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.7655665613151916 50.46813722505639),50.46813722505639,1.7655665613151916
2416807,E,C,R,K2C,,62588,0860,,1,0,0,0,0,C,,0,9553255,288.6,289,62588,ENV-62588,0,,62588|0860|,289|62588,335,62588,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.768908042762849 50.46723493655043),50.46723493655043,1.768908042762849
2416813,E,T,R,L2T,,62588,0840,,1,0,0,0,0,T,,0,9553423,0.0,295,62588,ENV-62588,0,,62588|0840|,295|62588,567,62588,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.7643093094109534 50.46946958463181),50.46946958463181,1.7643093094109534
2417404,E,T,R,L2T,,62588,0942,,1,0,0,0,0,T,,0,9555320,66.2,333,62588,MaN EUROVIA 12/2020,0,,,,463,62588,1,B,0,0,0,0,,2020-12-04,nnjc0380,,0,,,0,0,,POINT (1.7698226241516872 50.46707055790706),50.46707055790706,1.7698226241516872
2417601,E,T,R,L2T,,62588,0942,,1,0,0,0,0,T,,0,9554748,347.1,338,62588,MaN EUROVIA 12/2020,0,,,,468,62588,1,B,0,0,0,0,,2020-12-04,nnjc0380,,0,,,0,0,,POINT (1.7705656673471928 50.467514274321275),50.467514274321275,1.7705656673471928
2417604,E,T,R,L2T,,62588,0372,,1,0,0,0,0,T,,0,9555536,88.8,341,62588,MaN EUROVIA 12/2020,0,,,,474,62588,1,B,0,0,0,0,,2020-12-04,nnjc0380,,0,,,0,0,,POINT (1.770758801735485 50.46639712544864),50.46639712544864,1.770758801735485
2417607,E,T,R,L2T,,62588,0372,,1,0,0,0,0,T,,0,9555597,287.9,344,62588,MaN EUROVIA 12/2020,0,,,,477,62588,1,B,0,0,0,0,,2020-12-04,nnjc0380,,0,,,0,0,,POINT (1.7709984488872121 50.46592487137051),50.46592487137051,1.7709984488872121
2418600,E,T,R,L3T,,62588,0140,,1,0,0,0,0,T,,0,9558490,77.3,361,62588,ENV-62588-D,0,,62588|0140|,361|62588,618,62588,1,B,0,0,0,0,,2015-05-11,pwnext475,,0,,,0,0,,POINT (1.7602669341750379 50.46640596154429),50.46640596154429,1.7602669341750379
2419171,E,T,R,A2,,62588,0080,,1,0,0,0,0,T,,0,9559840,343.7,376,62588,ENV-62588-D,0,,62588|0080|,376|62588,123,62588,1,B,0,0,0,0,,2015-05-12,pwnext475,,0,,,0,0,,POINT (1.7674325662615311 50.4641604599201),50.4641604599201,1.7674325662615311
2982888,E,T,R,L2T,,62588,,,321,0,0,0,0,T,,0,10831165,330.8,420,62588,,0,,,,,,0,C,0,0,0,0,,2021-10-04,LDVX8772,,0,,,0,0,,POINT (1.7678341975962137 50.468407371961646),50.468407371961646,1.7678341975962137
3024108,E,T,R,L2T,,62588,0140,,1,0,0,0,0,T,,0,9558486,288.1,359,62588,MON900321,0,,,,595,62588,1,A,0,0,0,0,,2022-04-19,XZBS7449NP,,0,,,0,0,,POINT (1.7604552404466025 50.46578604000203),50.46578604000203,1.7604552404466025
3025444,E,T,R,L1T,,62588,0840,,1,0,0,0,0,T,,0,10923239,342.6,387,62588,MON600105,0,,,,,,1,B,0,0,0,0,,2022-04-26,XZBS7449NP,,1,,,0,0,,POINT (1.7688869860533665 50.46978735189105),50.46978735189105,1.7688869860533665
1064414,E,T,R,L0T,,62289,0400,,1,0,0,0,0,,,0,4629164,55.5,76,62289,02A9025A793147321C259BBED81B2049,0,,62289|0400|,|,,62289,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.761063860995851 50.45864971991362),50.45864971991362,1.761063860995851
1064421,E,T,R,L2T,,62588,,,1,0,0,0,0,,,0,4704896,339.7,3,62588,02A9025A1AA659C81C259BC1B01B537C,0,,||,187|,187,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7573040715362032 50.45765341356067),50.45765341356067,1.7573040715362032
1064428,E,T,R,L6T,,62588,,,1,0,0,0,0,,,0,4555482,81.3,4,62588,02A9025A311BDB031C259BC1F61B5A23,0,,62588||,4|62588,527,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7578101618477222 50.45781320918654),50.45781320918654,1.7578101618477222
1064450,E,T,R,A4,,62588,,,1,0,0,0,0,,,0,4627145,79.1,23,62588,02A9025A1AFAA09E1C259BC2DB1B70D1,0,,||,23|,23,,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7575390752668896 50.4577207492047),50.4577207492047,1.7575390752668896
1064477,E,T,R,A2,,62588,,,1,0,0,0,0,,,0,4607949,29.6,46,62588,ENV-62588-D,0,,62588||,46|62588,24,62588,1,B,0,0,0,0,,2015-05-11,pwnext475,,0,,,0,0,,POINT (1.7611501230719313 50.46442819793614),50.46442819793614,1.7611501230719313
1064481,E,C,R,D2,,62588,,,1,0,0,1,0,,,0,4673055,60.7,50,62588,02A902705F85D3961C259BCD811C5BF6,0,,62588||,50|62588,11,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7618352236418264 50.464090174096334),50.464090174096334,1.7618352236418264
1064485,E,C,R,D4,,62588,,,1,0,0,1,0,,,0,4670481,28.2,54,62588,02A9027124028BDE1C259BCDA81C5F20,0,,62588||,54|62588,9,,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7629688608487788 50.46432394548604),50.46432394548604,1.7629688608487788
1065006,E,T,R,L5T,,62588,1460,,1,0,0,0,0,,,0,4584162,2.5,113,62588,02A90271C39E47171C259C494523F000,0,,62588|1460|,582|,582,,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7660050680655357 50.466610950009944),50.466610950009944,1.7660050680655357
1065011,E,C,R,K2C,,62588,1360,,1,0,0,0,0,,,0,4702682,40.9,118,62588,02A902716A4CFF121C259C4A0F23FFE4,0,,62588|1360|,340|,340,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7657039654181583 50.46558374716857),50.46558374716857,1.7657039654181583
1065079,E,C,R,D2,,62588,,,1,0,0,1,0,,,0,4644455,300.7,186,62588,02A90271D9D36B191C259C4D32244C15,0,,62588||,186|62588,343,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7678193541091887 50.46697909777776),50.46697909777776,1.7678193541091887
1065080,E,T,R,M2T,,62588,,,1,0,0,0,0,,,0,9553072,56.5,187,62588,02A90271DAF9E03E1C259C4D3D244D39,0,,62588||,187|62588,25,,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7673984580787963 50.46752831965073),50.46752831965073,1.7673984580787963
1065112,E,T,R,L2T,,62588,,,1,0,0,0,0,,,0,4617908,309.2,219,62588,02A902716D510C8E1C259C4E90246D9B,0,,||,480|,480,,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7669886196814104 50.465103156149816),50.465103156149816,1.7669886196814104
1065120,E,T,R,L1T,,62588,,,1,0,0,0,0,,,0,4548954,247.9,227,62588,02A90271394699471C259C4F9B2485E8,0,,62588||,227|62588,650,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7644612342050578 50.465140593189005),50.465140593189005,1.7644612342050578
1499645,E,T,R,L2T,,62588,,,1,0,0,0,0,T,,0,7114857,77.6,248,62588,,0,,62588||,AAAA5|62588,AAAA5,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.758788228609725 50.458203384268806),50.458203384268806,1.758788228609725
1499647,E,T,R,REG,,62588,,,1,0,0,0,0,T,,0,7114859,56.8,250,62588,,0,,62588||,|,,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.75886674795428 50.45810770553825),50.45810770553825,1.75886674795428
1499673,E,T,R,REG,,62588,,,1,0,0,0,0,T,,0,7114788,57.0,254,62588,,0,,62588||,|,,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7596919295632698 50.45906930138409),50.45906930138409,1.7596919295632698
1663731,E,T,R,L0T,,62588,,,1,0,0,0,0,T,,0,7495427,61.7,262,62588,,0,,62588||,|,,,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7659426164220764 50.46612633779401),50.46612633779401,1.7659426164220764
2218501,E,T,R,P1T,,62588,,,1,1,1,1,0,T,,0,9087441,64.6,275,62588,,0,,62588||,275|62588,272,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.764568824257406 50.46633236008648),50.46633236008648,1.764568824257406
2416805,E,C,R,K2C,,62588,0840,,1,0,0,0,0,C,,0,9553253,311.8,287,62588,ENV-62588,0,,62588|0840|,287|62588,334,62588,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.7684256972615984 50.46765668532419),50.46765668532419,1.7684256972615984
2416812,E,T,R,L0T,,62588,0840,,1,0,0,0,0,T,,0,9553422,43.4,294,62588,ENV-62588,0,,62588|0840|,294|62588,,,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.7645307459827062 50.47030598508557),50.47030598508557,1.7645307459827062
2416814,E,T,R,L0T,,62588,0840,,1,0,0,0,0,T,,0,9553842,0.0,296,62588,ENV-62588,0,,62588|0840|,296|62588,,,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.7654793742012223 50.46933128367857),50.46933128367857,1.7654793742012223
2417339,E,T,R,L3T,,62588,1460,,1,0,0,0,0,T,,0,9554779,316.1,320,62588,ENV-62588,0,,62588|1460|,320|62588,298,62588,1,B,0,0,0,0,,2015-05-06,pwnext475,,0,,,0,0,,POINT (1.7683808609679224 50.465573795740575),50.465573795740575,1.7683808609679224
2417343,E,T,R,L0T,,62588,1460,,1,0,0,0,0,T,,0,9554874,45.0,324,62588,ENV-62588,0,,62588|1460|,324|62588,,,1,B,0,0,0,0,,2015-05-06,pwnext475,,0,,,0,0,,POINT (1.7676802662511657 50.46620609872296),50.46620609872296,1.7676802662511657
2417401,E,T,R,L2T,,62588,1242,,1,0,0,0,0,T,,0,9554815,341.3,330,62588,MaN EUROVIA 12/2020,0,,,,469,62588,1,B,0,0,0,0,,2020-12-04,nnjc0380,,0,,,0,0,,POINT (1.7701574381517051 50.466840314702914),50.466840314702914,1.7701574381517051
2417407,E,T,R,L3T,,62588,0942,,1,0,0,0,0,T,,0,9555326,32.3,336,62588,MaN EUROVIA 12/2020,0,,,,466,62588,1,B,0,0,0,0,,2020-12-04,nnjc0380,,0,,,0,0,,POINT (1.770141886464761 50.46745719182223),50.46745719182223,1.770141886464761
2417611,E,T,R,L2T,,62588,1053,,1,0,0,0,0,T,,0,9555567,75.1,348,62588,ENV-62588-D,0,,62588|1053|,348|62588,,,1,B,0,0,0,0,,2015-05-06,pwnext475,,0,,,0,0,,POINT (1.760097628146085 50.4628057146366),50.4628057146366,1.760097628146085
2419172,E,T,R,A3,,62588,0960,,1,0,0,0,0,T,,0,9559819,61.4,377,62588,ENV-62588-D,0,,62588|0960|,377|62588,117,62588,1,B,0,0,0,0,,2015-05-12,pwnext475,,0,,,0,0,,POINT (1.7654592073617374 50.46344186539916),50.46344186539916,1.7654592073617374
2419173,E,T,R,A2,,62588,0960,,1,0,0,0,0,T,,0,9559820,55.1,378,62588,ENV-62588-D,0,,62588|0960|,378|62588,118,62588,1,B,0,0,0,0,,2015-05-12,pwnext475,,0,,,0,0,,POINT (1.765518053603496 50.463415603350015),50.463415603350015,1.765518053603496
2420816,E,T,R,A3,,62289,0400,,1,0,0,0,0,T,,0,9911989,46.8,254,62289,ENV-62289-D,0,,62289|0400|,254|62289,74,62289,1,B,0,0,0,0,,2015-05-18,pwnext475,,0,,,0,0,,POINT (1.7595978559052012 50.456826898076514),50.456826898076514,1.7595978559052012
2569075,E,T,R,L0T,,62289,0400,,1,0,0,0,0,T,,0,9911994,59.1,251,62289,ENV-62289-C2,0,,62289|0400|,251|62289,,,1,B,0,0,0,0,,2016-11-10,pwnext974,,0,,,0,0,,POINT (1.7618893668013207 50.45890193213062),50.45890193213062,1.7618893668013207
2827266,E,T,R,L2T,,62588,,,1,0,0,0,0,T,,0,10517028,316.6,405,62588,,0,,,,,,1,C,0,0,0,0,,2019-12-06,WCDJ7668,,0,,,0,0,,POINT (1.7627676384923412 50.46492355783384),50.46492355783384,1.7627676384923412
2956553,E,T,R,L1T,,62588,,,1,0,0,0,0,T,,0,9558279,312.7,411,62588,,0,,,,,,1,C,0,0,0,0,,2021-06-15,LDVX8772,,0,,,0,0,,POINT (1.7692508479944302 50.46570757138471),50.46570757138471,1.7692508479944302
2982889,E,T,R,L1T,,62588,,,321,0,0,0,0,T,,0,10831163,327.9,421,62588,,0,,,,,,0,C,0,0,0,0,,2021-10-04,LDVX8772,,0,,,0,0,,POINT (1.767790899038765 50.46827693206982),50.46827693206982,1.767790899038765
2982891,E,T,R,REG,,62588,,,321,0,0,0,0,T,,0,10831126,329.2,423,62588,,0,,,,,,0,C,0,0,0,0,,2021-10-04,LDVX8772,,0,,,0,0,,POINT (1.7677147150628212 50.468439098243685),50.468439098243685,1.7677147150628212
1064425,E,T,R,L0T,,62289,,,1,0,0,0,0,,,0,4701239,66.9,85,62289,02A9025A48056C161C259BC1D91B57DB,0,,62289||,85|62289,.,62289,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7589592602463073 50.45690979638272),50.45690979638272,1.7589592602463073
1064429,E,T,R,L0T,,62588,,,1,0,0,0,0,,,0,4628973,80.5,5,62588,02A9025A334917DE1C259BC2001B5BFE,0,,62588||,5|62588,,,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.757913897930032 50.45819081623876),50.45819081623876,1.757913897930032
1064449,E,T,R,A2,,62588,,,1,0,0,0,0,,,0,4546259,57.9,22,62588,02A9025A9CF68B0E1C259BC2D01B6F05,0,,||,20|,20,,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.758410691125407 50.46053433587773),50.46053433587773,1.758410691125407
1064459,E,T,H,OHN,D2,62588,1053,,1,0,0,0,0,,,0,4560671,53.1,28,62588,02A9025ACBA6DC991C259BCA851C1E83,0,,62588|1053|,19|,19,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7593534143592557 50.460943044581455),50.460943044581455,1.7593534143592557
1064462,E,T,R,A3,,62588,0180,,1,0,0,0,0,,,0,4548467,314.0,31,62588,02A902705D9247AD1C259BCB361C2B75,0,,62588|0180|,127|,127,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7618573328267169 50.46369381213971),50.46369381213971,1.7618573328267169
1064472,E,T,H,OHN,D2,62588,0545,,1,0,0,0,0,,,0,4561156,323.3,41,62588,02A9025AFBC5800D1C259BCCD11C4B64,0,,62588|0545|,41|62588,,16,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7612047406639972 50.46245953602172),50.46245953602172,1.7612047406639972
1064482,E,C,R,D2,,62588,,,1,0,0,1,0,,,0,4641375,319.0,51,62588,02A902705CBC82F01C259BCD8A1C5C82,0,,62588||,51|62588,12,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.761482239620405 50.46383439779312),50.46383439779312,1.761482239620405
1064498,E,T,R,L0T,,62588,0140,,1,0,0,0,0,,,0,4683375,92.9,67,62588,02A90270728F7A621C259BCEB51C77E8,0,,62588|0140|,67|62588,,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7605966094869723 50.464981698989426),50.464981698989426,1.7605966094869723
1064500,E,T,R,L2T,,62588,,,1,0,0,0,0,,,0,4548759,338.6,69,62588,02A90271A3D623971C259BD20F1CBC48,0,,||,582|,582,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7629168801952864 50.46820538064421),50.46820538064421,1.7629168801952864
1064515,E,T,R,L0T,,62588,0140,,1,0,0,0,0,,,0,4621595,81.3,83,62588,02A90270CCFBDD2F1C259BD3311CD76B,0,,62588|0140|,|,,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7600460100326418 50.467137899069144),50.467137899069144,1.7600460100326418
1064985,E,T,R,L4T,,62588,,,1,0,0,0,0,,,0,4593832,332.0,92,62588,02A9027160D28CFC1C259C39C022D45B,0,,62588||,92|62588,122,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7657353494919255 50.464527501420214),50.464527501420214,1.7657353494919255
1064990,E,T,R,B1,,62588,,,1,0,0,0,0,,,0,4621696,332.0,97,62588,02A902741BDA90EE1C259C39F222D92D,0,,62588||,97|62588,113,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7710384712467884 50.46418955141907),50.46418955141907,1.7710384712467884
1065009,E,T,R,L1T,,62588,,,1,0,0,0,0,,,0,4554131,349.6,116,62588,02A90271F7B715891C259C49B323F8C0,0,,||,597|,597,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7684813222460198 50.46829983896877),50.46829983896877,1.7684813222460198
1065051,E,T,R,L2T,,62588,,,1,0,0,0,0,,,0,4547396,290.6,158,62588,02A90271D536B24E1C259C4C172430EA,0,,||,574|,574,,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7684518397151454 50.46606713120251),50.46606713120251,1.7684518397151454
1065052,E,T,R,L2T,,62588,,,1,0,0,0,0,,,0,4648519,306.0,159,62588,02A902748005D6271C259C4C212431A1,0,,||,575|,575,62588,1,B,0,0,0,0,,,,,0,,,0,0,,POINT (1.7689432382735544 50.46597272627216),50.46597272627216,1.7689432382735544
1065084,E,T,R,B2,,62588,,,1,0,0,0,0,,,0,4555426,59.3,191,62588,ENV-62588-D,0,,62588||,191|62588,28,62588,1,B,0,0,0,0,,2015-05-05,pwnext475,,0,,,0,0,,POINT (1.7682922685007458 50.46815627714922),50.46815627714922,1.7682922685007458
