configuration,pixel_accuracy,mIoU,IoU_chambre,Dice_chambre,Precision_chambre,Recall_chambre,F1_chambre,TP,FP,FN
faster_sam2_deeplab_final,0.9923127092633929,0.5534196621256525,0.6679232408663202,0.8009040518188361,0.8924814696000135,0.7263711901206519,0.8009040518188361,158577,19104,59737
